Opened,Name,City,State,City,Address
5/4/2007,I 65 & Spring Hill,Mobile,Alabama,Mobile,"I 65 & Spring Hill, Mobile, Alabama"
5/4/2007,Balboa & Knollwood,Granada Hills,California,LosAngeles,"Balboa & Knollwood, Granada Hills, California"
5/4/2007,7th & Keystone - Reno,Reno,Nevada,Reno,"7th & Keystone - Reno, Reno, Nevada"
5/4/2007,Lincoln & Carleton,Anaheim,California,OrangeCounty,"Lincoln & Carleton, Anaheim, California"
5/4/2007,"Haverhill, 1116 Main St",Haverhill,Massachusetts,Boston,"Haverhill, 1116 Main St, Haverhill, Massachusetts"
5/4/2007,Airport & Reynolds,Toledo,Ohio,Toledo,"Airport & Reynolds, Toledo, Ohio"
5/4/2007,New Scotland Avenue,Albany,NewYork,Albany,"New Scotland Avenue, Albany, NewYork"
5/4/2007,Victor,Victor,NewYork,Rochester,"Victor, Victor, NewYork"
5/4/2007,"Webster, Hard & Ridge",Webster,NewYork,Rochester,"Webster, Hard & Ridge, Webster, NewYork"
5/4/2007,Portland State,Portland,Oregon,Portland,"Portland State, Portland, Oregon"
5/4/2007,Naperville-Rte 59 & 95th,Naperville,Illinois,Chicagoland,"Naperville-Rte 59 & 95th, Naperville, Illinois"
5/3/2007,Hwy 17 & SR 16 - Green Cove Springs,Green Cove Springs,Florida,Jacksonville,"Hwy 17 & SR 16 - Green Cove Springs, Green Cove Springs, Florida"
5/3/2007,"East Rutherford, Rt. 17",East Rutherford,NewJersey,,"East Rutherford, Rt. 17, East Rutherford, NewJersey"
5/1/2007,Central & 3rd,Louisville,Kentucky,Louisville,"Central & 3rd, Louisville, Kentucky"
5/1/2007,Thunderbird - 200th & 88th,Langley,BritishColumbia,Vancouver,"Thunderbird - 200th & 88th, Langley, BritishColumbia"
4/30/2007,Dundas & Elizabeth,West Toronto,Ontario,Toronto,"Dundas & Elizabeth, West Toronto, Ontario"
4/30/2007,"Greenfield & Inverness, Mesa",Mesa,Arizona,Phoenix,"Greenfield & Inverness, Mesa, Mesa, Arizona"
4/29/2007,450 Columbia St W,Waterloo,Ontario,Toronto,"450 Columbia St W, Waterloo, Ontario"
4/28/2007,Airport Rd & I-95,Jacksonville,Florida,Jacksonville,"Airport Rd & I-95, Jacksonville, Florida"
4/27/2007,Chapman & Glassell,Orange,California,OrangeCounty,"Chapman & Glassell, Orange, California"
4/27/2007,Main & 121,The Colony,Texas,DallasFortWorth,"Main & 121, The Colony, Texas"
4/27/2007,Bluemont & Manhattan,Manhattan,Kansas,KansasRemoteMarkets,"Bluemont & Manhattan, Manhattan, Kansas"
4/27/2007,"Danville, VA",Danville,Virginia,VirginiaRemoteMarkets,"Danville, VA, Danville, Virginia"
4/27/2007,Grayslake-Rte 120 & Rte 83,Grayslake,Illinois,Chicagoland,"Grayslake-Rte 120 & Rte 83, Grayslake, Illinois"
4/27/2007,Georgesville Road,Columbus,Ohio,Columbus,"Georgesville Road, Columbus, Ohio"
4/27/2007,US 192 & Armstrong,Kissimmee,Florida,Orlando,"US 192 & Armstrong, Kissimmee, Florida"
4/27/2007,Willow & Waukegan - Northbrook,Northbrook,Illinois,Chicagoland,"Willow & Waukegan - Northbrook, Northbrook, Illinois"
4/27/2007,Shallowford & Napier,Chattanooga,Tennessee,Chattanooga,"Shallowford & Napier, Chattanooga, Tennessee"
4/27/2007,Rosedale Hwy & Froehlich St,Bakersfield,California,CentralValley,"Rosedale Hwy & Froehlich St, Bakersfield, California"
4/26/2007,Burnaby Crossing-6th & 10th,Burnaby,BritishColumbia,Vancouver,"Burnaby Crossing-6th & 10th, Burnaby, BritishColumbia"
4/26/2007,Pine Ctre -Prince George,Prince George,BritishColumbia,PrinceGeorge,"Pine Ctre -Prince George, Prince George, BritishColumbia"
4/25/2007,6638 Tecumseh Rd E,Windsor,Ontario,Windsor,"6638 Tecumseh Rd E, Windsor, Ontario"
4/23/2007,Loop 610 & Nicholson,Houston,Texas,Houston,"Loop 610 & Nicholson, Houston, Texas"
4/20/2007,Beltway 8 & Wilson,Humble,Texas,Houston,"Beltway 8 & Wilson, Humble, Texas"
4/20/2007,"Broadway & Quincy, Englewood",Englewood,Colorado,Denver,"Broadway & Quincy, Englewood, Englewood, Colorado"
4/20/2007,89th and Metcalf,Overland Park,Kansas,KansasCityKansas,"89th and Metcalf, Overland Park, Kansas"
4/20/2007,Canadaigua,Canandaigua,NewYork,Rochester,"Canadaigua, Canandaigua, NewYork"
4/20/2007,Camino Capistrano & Ortega Hwy,San Juan Capistrano,California,OrangeCounty,"Camino Capistrano & Ortega Hwy, San Juan Capistrano, California"
4/20/2007,"E. Northport, Larkfield Rd",E. Northport,NewYork,LongIsland,"E. Northport, Larkfield Rd, E. Northport, NewYork"
4/20/2007,"Corner Stone Plaza- Hayden, ID",Hayden,Idaho,NorthernIdaho,"Corner Stone Plaza- Hayden, ID, Hayden, Idaho"
4/20/2007,"College & Plaza, Oceanside",Oceanside,California,SanDiego,"College & Plaza, Oceanside, Oceanside, California"
4/20/2007,Chandler Heights & Gilbert,Chandler,Arizona,Phoenix,"Chandler Heights & Gilbert, Chandler, Arizona"
4/20/2007,Aliso Creek & Aliso Viejo Pkwy,Aliso Viejo,California,OrangeCounty,"Aliso Creek & Aliso Viejo Pkwy, Aliso Viejo, California"
4/19/2007,Turner McCall & Riverside,Rome,Georgia,GeorgiaRemoteMarkets,"Turner McCall & Riverside, Rome, Georgia"
4/19/2007,SR Hwy 515 & Highland Pkwy,Ellijay,Georgia,GeorgiaRemoteMarkets,"SR Hwy 515 & Highland Pkwy, Ellijay, Georgia"
4/19/2007,N Albany & Hickory- Albany,Albany,Oregon,WestCentralOregon,"N Albany & Hickory- Albany, Albany, Oregon"
4/19/2007,Waianae Mall - Farrington Hwy,Waianae,Hawaii,Oahu,"Waianae Mall - Farrington Hwy, Waianae, Hawaii"
4/17/2007,A1A & Pine Tree Drive,Indian Harbor Beach,Florida,TreasureCoast,"A1A & Pine Tree Drive, Indian Harbor Beach, Florida"
4/16/2007,I-90 & S Douglas Hwy - Gillette,Gillette,Wyoming,,"I-90 & S Douglas Hwy - Gillette, Gillette, Wyoming"
4/16/2007,Bismarck-Century & Clydesdale,Bismarck,NorthDakota,,"Bismarck-Century & Clydesdale, Bismarck, NorthDakota"
4/15/2007,Colonial Blvd & Fowler St,Fort Myers,Florida,Naples,"Colonial Blvd & Fowler St, Fort Myers, Florida"
4/14/2007,Two Notch Rd (Village @ Sandhills),Columbia,SouthCarolina,Columbia,"Two Notch Rd (Village @ Sandhills), Columbia, SouthCarolina"
4/13/2007,"Harbor & Laning, San Diego",San Diego,California,SanDiego,"Harbor & Laning, San Diego, San Diego, California"
4/13/2007,F Street & Ventana - Oakdale,Oakdale,California,ModestoStockton,"F Street & Ventana - Oakdale, Oakdale, California"
4/13/2007,40th & Waterman,San Bernardino,California,RiversideSanBernardinoCounty,"40th & Waterman, San Bernardino, California"
4/13/2007,N Park Rd & Sheridan St,Hollywood,Florida,BrowardCounty,"N Park Rd & Sheridan St, Hollywood, Florida"
4/13/2007,Renner & Northstar,Richardson,Texas,DallasFortWorth,"Renner & Northstar, Richardson, Texas"
4/12/2007,Fulton & Guerneville,Santa Rosa,California,SonomaCounty,"Fulton & Guerneville, Santa Rosa, California"
4/12/2007,Colony Square,Atlanta,Georgia,Atlanta,"Colony Square, Atlanta, Georgia"
4/12/2007,Stony Point & Sebastopol,Santa Rosa,California,SonomaCounty,"Stony Point & Sebastopol, Santa Rosa, California"
4/12/2007,"Rosecrans & Sepulveda, El Segundo",El Segundo,California,LosAngeles,"Rosecrans & Sepulveda, El Segundo, El Segundo, California"
4/9/2007,910 Manhattan Avenue,Brooklyn,NewYork,NewYorkCity,"910 Manhattan Avenue, Brooklyn, NewYork"
4/6/2007,"Craig & Jones, Las Vegas",Las Vegas,Nevada,LasVegas,"Craig & Jones, Las Vegas, Las Vegas, Nevada"
4/6/2007,Golf & Higgins,Schaumburg,Illinois,Chicagoland,"Golf & Higgins, Schaumburg, Illinois"
4/6/2007,Alameda & Ironton,Aurora,Colorado,Denver,"Alameda & Ironton, Aurora, Colorado"
4/6/2007,"1830 S & 300 W, Salt Lake City",Salt Lake City,Utah,,"1830 S & 300 W, Salt Lake City, Salt Lake City, Utah"
4/6/2007,I 630 & Broadway,Little Rock,Arkansas,,"I 630 & Broadway, Little Rock, Arkansas"
4/6/2007,Lemont-127th & State,Lemont,Illinois,Chicagoland,"Lemont-127th & State, Lemont, Illinois"
4/6/2007,Nanuet,Nanuet,NewYork,WestchesterCounty,"Nanuet, Nanuet, NewYork"
4/5/2007,1365 Wilson Rd N,Oshawa,Ontario,Toronto,"1365 Wilson Rd N, Oshawa, Ontario"
4/2/2007,North Merrick,North Merrick,NewYork,LongIsland,"North Merrick, North Merrick, NewYork"
4/1/2007,"701 W. McDowell, Phx",Phoenix,Arizona,Phoenix,"701 W. McDowell, Phx, Phoenix, Arizona"
4/1/2007,"Meriden, S. Broad St.",Meriden,Connecticut,Hartford,"Meriden, S. Broad St., Meriden, Connecticut"
3/31/2007,Mall of Victor Valley First Floor,Victorville,California,RiversideSanBernardinoCounty,"Mall of Victor Valley First Floor, Victorville, California"
3/31/2007,"Middletown, Orange Plaza",Middletown,NewYork,NewYorkRemoteMarkets,"Middletown, Orange Plaza, Middletown, NewYork"
3/31/2007,Augusta Exchange,Augusta,Georgia,GeorgiaRemoteMarkets,"Augusta Exchange, Augusta, Georgia"
3/31/2007,St. Clair Square,Fairview Heights,Illinois,GreaterStLouis,"St. Clair Square, Fairview Heights, Illinois"
3/30/2007,Maumelle & Audubon,Maumelle,Arkansas,,"Maumelle & Audubon, Maumelle, Arkansas"
3/30/2007,"3rd & Gage, Los Angeles",Los Angeles,California,LosAngeles,"3rd & Gage, Los Angeles, Los Angeles, California"
3/30/2007,Milwaukee & Rte 137 - Libertyville,Libertyville,Illinois,Chicagoland,"Milwaukee & Rte 137 - Libertyville, Libertyville, Illinois"
3/30/2007,Columbia East,Jessup,Maryland,Baltimore,"Columbia East, Jessup, Maryland"
3/30/2007,Glenwood & Chinden- Boise,Garden City,Idaho,Boise,"Glenwood & Chinden- Boise, Garden City, Idaho"
3/30/2007,I-74 & SR-44,Shelbyville,Indiana,IndianaRemoteMarkets,"I-74 & SR-44, Shelbyville, Indiana"
3/30/2007,I-35 & Centerpoint - Prime Outlets,San Marcos,Texas,SanAntonio,"I-35 & Centerpoint - Prime Outlets, San Marcos, Texas"
3/30/2007,Buck & Lemmon - Reno,Reno,Nevada,Reno,"Buck & Lemmon - Reno, Reno, Nevada"
3/30/2007,I-25 & 120th-Thornton,Thornton,Colorado,Denver,"I-25 & 120th-Thornton, Thornton, Colorado"
3/30/2007,"Glastonbury, Hebron Avenue",Glastonbury,Connecticut,Hartford,"Glastonbury, Hebron Avenue, Glastonbury, Connecticut"
3/30/2007,"I-17 & Thomas, Phoenix",Phoenix,Arizona,Phoenix,"I-17 & Thomas, Phoenix, Phoenix, Arizona"
3/30/2007,"Del Amo & Avalon, Carson",Carson,California,LosAngeles,"Del Amo & Avalon, Carson, Carson, California"
3/30/2007,"Loop 288 & I 35, Denton",Denton,Texas,RemoteMarkets,"Loop 288 & I 35, Denton, Denton, Texas"
3/30/2007,Hwy 41 & Mars Hill Rd,Acworth,Georgia,Atlanta,"Hwy 41 & Mars Hill Rd, Acworth, Georgia"
3/30/2007,129 Electric Road,Salem,Virginia,RoanokeLynchburg,"129 Electric Road, Salem, Virginia"
3/30/2007,71 & Hasler,Bastrop,Texas,RemoteMarkets,"71 & Hasler, Bastrop, Texas"
3/30/2007,3512 West Chester Pike Newtown Sq,Newtown Square,Pennsylvania,Philadelphia,"3512 West Chester Pike Newtown Sq, Newtown Square, Pennsylvania"
3/30/2007,"Troy, Maple & Crooks",Troy,Michigan,Detroit,"Troy, Maple & Crooks, Troy, Michigan"
3/30/2007,Williams & State - Carson City,Carson City,Nevada,Reno,"Williams & State - Carson City, Carson City, Nevada"
3/30/2007,Washington & Lincoln,Cedarburg,Wisconsin,Milwaukee,"Washington & Lincoln, Cedarburg, Wisconsin"
3/30/2007,"Sudderth & Navajo, Ruidoso",Ruidoso,NewMexico,NewMexicoRemoteMarkets,"Sudderth & Navajo, Ruidoso, Ruidoso, NewMexico"
3/29/2007,3175 Rutherford Rd,Vaughan,Ontario,Toronto,"3175 Rutherford Rd, Vaughan, Ontario"
3/29/2007,Hesperian & A,Hayward,California,AlamedaCounty,"Hesperian & A, Hayward, California"
3/29/2007,Gervais St & Lincoln St,Columbia,SouthCarolina,Columbia,"Gervais St & Lincoln St, Columbia, SouthCarolina"
3/29/2007,Eglinton & Warden,Scarborough,Ontario,Toronto,"Eglinton & Warden, Scarborough, Ontario"
3/29/2007,Boundary Plaza-Kingsway & Boundary,Vancouver,BritishColumbia,Vancouver,"Boundary Plaza-Kingsway & Boundary, Vancouver, BritishColumbia"
3/29/2007,The Mall at Steamtown,Scranton,Pennsylvania,PennsylvaniaRemoteMarkets,"The Mall at Steamtown, Scranton, Pennsylvania"
3/27/2007,Worth Ave & Ocean Blvd,Palm Beach,Florida,PalmBeachCounty,"Worth Ave & Ocean Blvd, Palm Beach, Florida"
3/24/2007,"Parkwest Crossing, NC",Durham,NorthCarolina,RaleighDurhamChapelHill,"Parkwest Crossing, NC, Durham, NorthCarolina"
3/23/2007,49th & Madison,New York,NewYork,NewYorkCity,"49th & Madison, New York, NewYork"
3/23/2007,Bellevue & Shaffer - Atwater,Atwater,California,CentralValley,"Bellevue & Shaffer - Atwater, Atwater, California"
3/23/2007,James Madison Square,Harrisonburg,Virginia,VirginiaRemoteMarkets,"James Madison Square, Harrisonburg, Virginia"
3/23/2007,Beacon Hill - Sarcee & 112th Ave,Calgary,Alberta,Calgary,"Beacon Hill - Sarcee & 112th Ave, Calgary, Alberta"
3/23/2007,Lake & Euclid - Oak Park,Oak Park,Illinois,Chicagoland,"Lake & Euclid - Oak Park, Oak Park, Illinois"
3/23/2007,Stonecrest,Charlotte,NorthCarolina,Charlotte,"Stonecrest, Charlotte, NorthCarolina"
3/23/2007,Mount Mourne,Mooresville,NorthCarolina,Charlotte,"Mount Mourne, Mooresville, NorthCarolina"
3/23/2007,Southland Mall,Cutler Bay,Florida,Miami,"Southland Mall, Cutler Bay, Florida"
3/23/2007,Nottingham Square Shopping Center,White Marsh,Maryland,Baltimore,"Nottingham Square Shopping Center, White Marsh, Maryland"
3/23/2007,"Tehachapi & Tucker, Tehachapi",Tehachapi,California,CaliforniaRemoteMarkets,"Tehachapi & Tucker, Tehachapi, Tehachapi, California"
3/22/2007,SR-N & Hawk Ridge,Lake St. Louis,Missouri,StLouis,"SR-N & Hawk Ridge, Lake St. Louis, Missouri"
3/20/2007,"Betteravia & College, Santa Maria",Santa Maria,California,CentralCoast,"Betteravia & College, Santa Maria, Santa Maria, California"
3/20/2007,Crowfoot Village,Calgary,Alberta,Calgary,"Crowfoot Village, Calgary, Alberta"
3/20/2007,Alderwood Mall Kiosk,Lynnwood,Washington,Seattle,"Alderwood Mall Kiosk, Lynnwood, Washington"
3/20/2007,Jefferson Hwy & Upstream St,River Ridge,Louisiana,NewOrleans,"Jefferson Hwy & Upstream St, River Ridge, Louisiana"
3/19/2007,Carolina Medical (Kiosk),Charlotte,NorthCarolina,Charlotte,"Carolina Medical (Kiosk), Charlotte, NorthCarolina"
3/19/2007,Northland Dr & Plainfield Ave,Grand Rapids,Michigan,GrandRapids,"Northland Dr & Plainfield Ave, Grand Rapids, Michigan"
3/17/2007,Highland Rd & I-10,Baton Rouge,Louisiana,BatonRouge,"Highland Rd & I-10, Baton Rouge, Louisiana"
3/16/2007,1015 NE 26th St,Wilton Manors,Florida,BrowardCounty,"1015 NE 26th St, Wilton Manors, Florida"
3/16/2007,"Falmouth, Route 1",Falmouth,Maine,,"Falmouth, Route 1, Falmouth, Maine"
3/16/2007,Church & Shuter,Toronto,Ontario,Toronto,"Church & Shuter, Toronto, Ontario"
3/16/2007,"Culpepper, North",Culpeper,Virginia,VirginiaRemoteMarkets,"Culpepper, North, Culpeper, Virginia"
3/16/2007,Lockport - 159th & Farrell,Lockport,Illinois,Chicagoland,"Lockport - 159th & Farrell, Lockport, Illinois"
3/16/2007,East Market at Fairlakes,Fairfax,Virginia,NorthernVirginia,"East Market at Fairlakes, Fairfax, Virginia"
3/16/2007,Boca Town Center Mall - First Level,Boca Raton,Florida,PalmBeachCounty,"Boca Town Center Mall - First Level, Boca Raton, Florida"
3/16/2007,Brainerd & Belaire,Chattanooga,Tennessee,Chattanooga,"Brainerd & Belaire, Chattanooga, Tennessee"
3/16/2007,"Grand & Reems, Surprise",Surprise,Arizona,Phoenix,"Grand & Reems, Surprise, Surprise, Arizona"
3/16/2007,Hwy 50 & Thompson,Sedalia,Missouri,MissouriRemoteMarkets,"Hwy 50 & Thompson, Sedalia, Missouri"
3/16/2007,Hwy 84 & Hewitt,Woodway,Texas,RemoteMarkets,"Hwy 84 & Hewitt, Woodway, Texas"
3/16/2007,Winton & I 275,Forest Park,Ohio,Cincinnati,"Winton & I 275, Forest Park, Ohio"
3/16/2007,Ontario & I-15,Corona,California,RiversideSanBernardinoCounty,"Ontario & I-15, Corona, California"
3/16/2007,"North Juanita - Kirkland, WA",Kirkland,Washington,Seattle,"North Juanita - Kirkland, WA, Kirkland, Washington"
3/16/2007,Southern Blvd & Lamstein LaneRoyal,Royal Palm Beach,Florida,PalmBeachCounty,"Southern Blvd & Lamstein LaneRoyal, Royal Palm Beach, Florida"
3/16/2007,N 1st St & Matrix Blvd-San Jose,San Jose,California,SantaClaraCounty,"N 1st St & Matrix Blvd-San Jose, San Jose, California"
3/16/2007,St John-US 41 & 101st Ave,St John,Indiana,NorthwestIndiana,"St John-US 41 & 101st Ave, St John, Indiana"
3/15/2007,Lititz,Lititz,Pennsylvania,PennsylvaniaRemoteMarkets,"Lititz, Lititz, Pennsylvania"
3/15/2007,Bordentown,Bordentown,NewJersey,,"Bordentown, Bordentown, NewJersey"
3/14/2007,Childs & Hwy 99 - Merced,Merced,California,CentralValley,"Childs & Hwy 99 - Merced, Merced, California"
3/12/2007,Lynchburg,Lynchburg,Virginia,RoanokeLynchburg,"Lynchburg, Lynchburg, Virginia"
3/9/2007,Hudson & King,New York,NewYork,NewYorkCity,"Hudson & King, New York, NewYork"
3/9/2007,"Dysart & Camelback, Phoenix",Litchfield Park,Arizona,Phoenix,"Dysart & Camelback, Phoenix, Litchfield Park, Arizona"
3/9/2007,Joliet-Jefferson & Caterpillar,Joliet,Illinois,IllinoisRemoteMarkets,"Joliet-Jefferson & Caterpillar, Joliet, Illinois"
3/9/2007,"Aliante & I-215, North Las Vegas",North Las Vegas,Nevada,LasVegas,"Aliante & I-215, North Las Vegas, North Las Vegas, Nevada"
3/9/2007,Hudson & 10th,New York,NewYork,NewYorkCity,"Hudson & 10th, New York, NewYork"
3/9/2007,Point at Bridgeport- Tualatin,Tigard,Oregon,Portland,"Point at Bridgeport- Tualatin, Tigard, Oregon"
3/9/2007,"St. Rose & Seven HIlls, Henderson",Henderson,Nevada,LasVegas,"St. Rose & Seven HIlls, Henderson, Henderson, Nevada"
3/9/2007,"New Haven, Chapel Square",New Haven,Connecticut,SouthernConnecticut,"New Haven, Chapel Square, New Haven, Connecticut"
3/9/2007,Rib Mountain & Highway 51,Wausau,Wisconsin,NorthernWisconsin,"Rib Mountain & Highway 51, Wausau, Wisconsin"
3/9/2007,N Riverside Park Mall - Food Court,North Riverside,Illinois,Chicagoland,"N Riverside Park Mall - Food Court, North Riverside, Illinois"
3/9/2007,The Domain on Century Oaks Tr,Austin,Texas,Austin,"The Domain on Century Oaks Tr, Austin, Texas"
3/8/2007,Airport Park & Commerce,Ukiah,California,MendocinoCounty,"Airport Park & Commerce, Ukiah, California"
3/8/2007,Palm & Beyer,San Diego,California,SanDiego,"Palm & Beyer, San Diego, California"
3/6/2007,Gulf View Square,Port Richey,Florida,Tampa,"Gulf View Square, Port Richey, Florida"
3/6/2007,Perkins & Bluebonnet,Baton Rouge,Louisiana,BatonRouge,"Perkins & Bluebonnet, Baton Rouge, Louisiana"
3/3/2007,Chastain & Busbee,Kennesaw,Georgia,Atlanta,"Chastain & Busbee, Kennesaw, Georgia"
3/2/2007,Broadview-Cermak & 17th,Broadview,Illinois,Chicagoland,"Broadview-Cermak & 17th, Broadview, Illinois"
3/2/2007,Grand Pkwy & Cinco Ranch,Katy,Texas,Houston,"Grand Pkwy & Cinco Ranch, Katy, Texas"
3/2/2007,Hwy 67 & Vandenberg,Jacksonville,Arkansas,,"Hwy 67 & Vandenberg, Jacksonville, Arkansas"
3/2/2007,Brookhurst & Adams,Huntington Beach,California,OrangeCounty,"Brookhurst & Adams, Huntington Beach, California"
3/2/2007,Airline & Beene,Bossier City,Louisiana,Shreveport,"Airline & Beene, Bossier City, Louisiana"
3/2/2007,Briar Forest & Eldridge,Houston,Texas,Houston,"Briar Forest & Eldridge, Houston, Texas"
3/2/2007,"Colfax & Kipling, Lakewood, CO",Lakewood,Colorado,Denver,"Colfax & Kipling, Lakewood, CO, Lakewood, Colorado"
3/2/2007,"Capitol Blvd & Trosper St, Tumwat",Tumwater,Washington,Olympia,"Capitol Blvd & Trosper St, Tumwat, Tumwater, Washington"
3/2/2007,Monterey & Lewis,San Jose,California,SantaClaraCounty,"Monterey & Lewis, San Jose, California"
3/2/2007,Wentzville & I 70,Wentzville,Missouri,MissouriRemoteMarkets,"Wentzville & I 70, Wentzville, Missouri"
3/2/2007,SR 267 & Northfield,Brownsburg,Indiana,Indianapolis,"SR 267 & Northfield, Brownsburg, Indiana"
3/2/2007,Taylorsville & Hikes,Louisville,Kentucky,Louisville,"Taylorsville & Hikes, Louisville, Kentucky"
3/2/2007,"Mooney & Packwood, Visalia",Visalia,California,CentralValley,"Mooney & Packwood, Visalia, Visalia, California"
3/2/2007,Pine Ridge & Goodlette,Naples,Florida,Naples,"Pine Ridge & Goodlette, Naples, Florida"
3/2/2007,Proctor Valley & Mt. Miguel,Chula Vista,California,SanDiego,"Proctor Valley & Mt. Miguel, Chula Vista, California"
3/1/2007,Hwy 36 and Hwy 5 - 5980 Neal,Oak Park Heights,Minnesota,Minneapolis,"Hwy 36 and Hwy 5 - 5980 Neal, Oak Park Heights, Minnesota"
3/1/2007,Mission & Tamarack,Union City,California,AlamedaCounty,"Mission & Tamarack, Union City, California"
3/1/2007,Clarks Summit,Clark Summit,Pennsylvania,PennsylvaniaRemoteMarkets,"Clarks Summit, Clark Summit, Pennsylvania"
3/1/2007,Hwy 59 & Cummins,Houston,Texas,Houston,"Hwy 59 & Cummins, Houston, Texas"
3/1/2007,The Shoppes at Montage,Moosic,Pennsylvania,PennsylvaniaRemoteMarkets,"The Shoppes at Montage, Moosic, Pennsylvania"
3/1/2007,Torquay Village,Victoria,BritishColumbia,VancouverIsland,"Torquay Village, Victoria, BritishColumbia"
3/1/2007,Promontory SC-Vedder & Promontory,Chilliwack,BritishColumbia,Vancouver,"Promontory SC-Vedder & Promontory, Chilliwack, BritishColumbia"
2/28/2007,Oak St & 12th Ave,Vancouver,BritishColumbia,Vancouver,"Oak St & 12th Ave, Vancouver, BritishColumbia"
2/28/2007,Spring Valley & SR 741,Miamisburg,Ohio,Dayton,"Spring Valley & SR 741, Miamisburg, Ohio"
2/27/2007,"Canton, Ford & Lotz",Canton,Michigan,Detroit,"Canton, Ford & Lotz, Canton, Michigan"
2/26/2007,"Blaine & Iowa, Riverside",Riverside,California,RiversideSanBernardinoCounty,"Blaine & Iowa, Riverside, Riverside, California"
2/26/2007,96th & Masters,Indianapolis,Indiana,Indianapolis,"96th & Masters, Indianapolis, Indiana"
2/26/2007,Old Silo S.C.,Olney,Maryland,WashingtonDCArea,"Old Silo S.C., Olney, Maryland"
2/24/2007,1st & Military - Benicia,Benicia,California,SolanoCounty,"1st & Military - Benicia, Benicia, California"
2/24/2007,Mary Esther Blvd & Hollywood,Mary Esther,Florida,Panhandle,"Mary Esther Blvd & Hollywood, Mary Esther, Florida"
2/23/2007,"Mills & Dean, Ventura",Ventura,California,Ventura,"Mills & Dean, Ventura, Ventura, California"
2/23/2007,"Caldwell & Demaree, Visalia",Visalia,California,CentralValley,"Caldwell & Demaree, Visalia, Visalia, California"
2/23/2007,Geneva & Main,Wheaton,Illinois,Chicagoland,"Geneva & Main, Wheaton, Illinois"
2/23/2007,"Hwy. 34 & County Rd. 5, Johnstown",Johnstown,Colorado,FortCollins,"Hwy. 34 & County Rd. 5, Johnstown, Johnstown, Colorado"
2/23/2007,US-127 & Pickard - Mount Pleasant,Mount Pleasant,Michigan,MichiganRemoteMarkets,"US-127 & Pickard - Mount Pleasant, Mount Pleasant, Michigan"
2/23/2007,Naperville-Ogden & Washington,Naperville,Illinois,Chicagoland,"Naperville-Ogden & Washington, Naperville, Illinois"
2/23/2007,"Mooney & Tulare, Visalia",Visalia,California,CentralValley,"Mooney & Tulare, Visalia, Visalia, California"
2/22/2007,200th St & 86th Ave D/T-Langley,Langley,BritishColumbia,Vancouver,"200th St & 86th Ave D/T-Langley, Langley, BritishColumbia"
2/21/2007,Smith St & Wyckoff St,Brooklyn,NewYork,NewYorkCity,"Smith St & Wyckoff St, Brooklyn, NewYork"
2/19/2007,6th & Grand,Los Angeles,California,LosAngeles,"6th & Grand, Los Angeles, California"
2/19/2007,Rockville Town Square,Rockville,Maryland,WashingtonDCArea,"Rockville Town Square, Rockville, Maryland"
2/17/2007,Longport & Klagge - Elk Grove,Elk Grove,California,Sacramento,"Longport & Klagge - Elk Grove, Elk Grove, California"
2/17/2007,Dundas & Roncesvalles,Toronto,Ontario,Toronto,"Dundas & Roncesvalles, Toronto, Ontario"
2/16/2007,Henderson & Ridgeway,Cleburne,Texas,RemoteMarkets,"Henderson & Ridgeway, Cleburne, Texas"
2/16/2007,"College Avenue, Ithaca",Ithaca,NewYork,NewYorkRemoteMarkets,"College Avenue, Ithaca, Ithaca, NewYork"
2/16/2007,"Foothill & Boston, La Crescenta",La Cresenta,California,LosAngeles,"Foothill & Boston, La Crescenta, La Cresenta, California"
2/16/2007,Broadway & Canal,New York,NewYork,NewYorkCity,"Broadway & Canal, New York, NewYork"
2/16/2007,Lake & Laramie - Wilmette,Wilmette,Illinois,Chicagoland,"Lake & Laramie - Wilmette, Wilmette, Illinois"
2/16/2007,"Alondra & Lakewood, Paramount",Paramount,California,LosAngeles,"Alondra & Lakewood, Paramount, Paramount, California"
2/16/2007,North & Route 59,West Chicago,Illinois,Chicagoland,"North & Route 59, West Chicago, Illinois"
2/15/2007,1442 Fanshawe Park Rd,London,Ontario,LondonON,"1442 Fanshawe Park Rd, London, Ontario"
2/15/2007,Atrium 1 - 5th Ave & 8th St,Calgary,Alberta,Calgary,"Atrium 1 - 5th Ave & 8th St, Calgary, Alberta"
2/15/2007,University Parkway,Winston-Salem,NorthCarolina,WinstonSalem,"University Parkway, Winston-Salem, NorthCarolina"
2/14/2007,"Medford, Route 112",Medford,NewYork,LongIsland,"Medford, Route 112, Medford, NewYork"
2/12/2007,N Pleasantburg & Hwy 253,Greenville,SouthCarolina,Greenville,"N Pleasantburg & Hwy 253, Greenville, SouthCarolina"
2/10/2007,Florence Mall Outparcel,Florence,SouthCarolina,SouthCarolinaRemoteMarkets,"Florence Mall Outparcel, Florence, SouthCarolina"
2/10/2007,Wrightsboro Rd & Capps St,Augusta,Georgia,GeorgiaRemoteMarkets,"Wrightsboro Rd & Capps St, Augusta, Georgia"
2/9/2007,Evans Road,Cary,NorthCarolina,RaleighDurhamChapelHill,"Evans Road, Cary, NorthCarolina"
2/9/2007,FM 518 & Walnut,Pearland,Texas,Houston,"FM 518 & Walnut, Pearland, Texas"
